accelX (mg),accelY (mg),accelZ (mg),gyroX (mdps),gyroY (mdps),gyroZ (mdps),pressure (mbar x100),temp (x100),time HHMMSSms ,lat (deg),lat (min),long (deg),long (min),alt (m x10),,
-52,967,3,61,1828,341,93310,2039,22473960,53,624107,-111,-4224380,6998,,
,,,,,,,,,,,,,,,
-53,969,4,218,1855,446,93300,2038,22473980,53,624106,-111,-4224380,6998,,
,,,,,,,,,,,,,,,
-52,968,5,157,1942,350,93307,2039,22474000,53,624106,-111,-4224380,6998,,
,,,,,,,,,,,,,,,
-51,965,8,52,1802,428,93313,2038,22474020,53,624106,-111,-4224379,6998,,
,,,,,,,,,,,,,,,
-54,968,4,87,1855,367,93309,2038,22474060,53,624106,-111,-4224379,6998,,
,,,,,,,,,,,,,,,
-51,967,4,96,1960,428,93318,2039,22474080,53,624104,-111,-4224379,6998,,
,,,,,,,,,,,,,,,
-54,967,9,26,1881,411,93322,2038,22474100,53,624104,-111,-4224379,6998,,
,,,,,,,,,,,,,,,
-56,969,6,35,1802,367,93310,2039,22474120,53,624104,-111,-4224379,6998,,
,,,,,,,,,,,,,,,
-51,968,5,-17,2021,358,93315,2039,22474160,53,624104,-111,-4224379,6999,,
,,,,,,,,,,,,,,,
-54,967,4,210,1863,411,93315,2039,22474180,53,624104,-111,-4224378,6999,,
,,,,,,,,,,,,,,,
-55,969,6,131,2038,411,93317,2040,22474200,53,624103,-111,-4224378,6999,,
,,,,,,,,,,,,,,,
-51,966,5,131,1828,446,93312,2040,22474220,53,624103,-111,-4224378,6999,,
,,,,,,,,,,,,,,,
-52,970,5,166,1863,428,93307,2039,22474260,53,624102,-111,-4224376,6999,,
,,,,,,,,,,,,,,,
-53,971,3,96,1863,437,93316,2039,22474280,53,624102,-111,-4224376,6999,,
,,,,,,,,,,,,,,,
-53,969,8,105,1828,402,93307,2039,22474300,53,624102,-111,-4224375,6999,,
,,,,,,,,,,,,,,,
-53,969,5,35,1793,358,93312,2039,22474320,53,624102,-111,-4224375,6999,,
,,,,,,,,,,,,,,,
-51,969,5,192,1890,455,93315,2039,22474360,53,624099,-111,-4224376,7000,,
,,,,,,,,,,,,,,,
-53,964,5,26,1977,385,93317,2040,22474380,53,624099,-111,-4224376,7000,,
,,,,,,,,,,,,,,,
-51,966,3,245,1942,437,93325,2042,22474400,53,624100,-111,-4224375,7000,,
,,,,,,,,,,,,,,,
-54,969,7,96,2038,350,93305,2040,22474420,53,624099,-111,-4224375,7000,,
,,,,,,,,,,,,,,,
-52,966,3,227,1723,271,93305,2040,22474460,53,624097,-111,-4224375,7000,,
,,,,,,,,,,,,,,,
-53,968,6,175,1916,385,93323,2041,22474480,53,624097,-111,-4224375,7000,,
,,,,,,,,,,,,,,,
-55,966,5,122,1776,411,93328,2041,22474500,53,624097,-111,-4224375,7000,,
,,,,,,,,,,,,,,,
-53,969,5,175,1811,376,93314,2041,22474520,53,624097,-111,-4224374,7001,,
,,,,,,,,,,,,,,,
-52,968,4,35,1890,446,93315,2041,22474560,53,624097,-111,-4224373,7001,,
,,,,,,,,,,,,,,,
-53,967,5,175,1925,411,93307,2042,22474580,53,624097,-111,-4224372,7001,,
,,,,,,,,,,,,,,,
-52,967,6,96,1916,323,93314,2041,22474600,53,624097,-111,-4224371,7001,,
,,,,,,,,,,,,,,,
-54,969,5,61,1811,262,93307,2042,22474620,53,624097,-111,-4224370,7001,,
,,,,,,,,,,,,,,,
-51,966,5,122,1811,455,93317,2042,22474660,53,624097,-111,-4224370,7001,,
,,,,,,,,,,,,,,,
-53,969,4,227,1732,393,93322,2042,22474680,53,624096,-111,-4224370,7001,,
,,,,,,,,,,,,,,,
-52,968,8,-8,1846,315,93312,2042,22474700,53,624096,-111,-4224371,7001,,
,,,,,,,,,,,,,,,
-50,967,3,-87,1898,341,93320,2042,22474720,53,624096,-111,-4224372,7002,,
,,,,,,,,,,,,,,,
-54,967,5,96,1802,393,93307,2042,22474760,53,624093,-111,-4224372,7002,,
,,,,,,,,,,,,,,,
-52,964,4,35,1863,341,93317,2042,22474780,53,624095,-111,-4224371,7002,,
,,,,,,,,,,,,,,,
-55,968,6,245,1820,446,93317,2042,22474800,53,624093,-111,-4224370,7002,,
,,,,,,,,,,,,,,,
-53,967,5,113,1811,420,93312,2042,22474820,53,624092,-111,-4224368,7002,,
,,,,,,,,,,,,,,,
-53,967,5,131,1995,367,93311,2043,22474860,53,624092,-111,-4224368,7002,,
,,,,,,,,,,,,,,,
-56,966,5,26,1977,481,93305,2043,22474880,53,624092,-111,-4224367,7002,,
,,,,,,,,,,,,,,,
-53,966,5,122,1951,437,93314,2043,22474900,53,624092,-111,-4224366,7002,,
,,,,,,,,,,,,,,,
-53,969,4,78,1793,341,93313,2042,22474920,53,624093,-111,-4224366,7002,,
,,,,,,,,,,,,,,,
-51,965,5,87,1898,350,93310,2043,22474960,53,624092,-111,-4224366,7002,,
,,,,,,,,,,,,,,,
-54,966,5,122,1837,358,93305,2042,22474980,53,624089,-111,-4224366,7002,,
,,,,,,,,,,,,,,,
-54,970,5,35,1793,446,93318,2043,22475000,53,624088,-111,-4224368,7002,,
,,,,,,,,,,,,,,,
-54,966,7,297,1916,332,93319,2043,22475020,53,624085,-111,-4224368,7002,,
,,,,,,,,,,,,,,,
-49,970,2,105,1697,358,93324,2044,22475060,53,624084,-111,-4224367,7001,,
,,,,,,,,,,,,,,,
-56,975,3,96,1846,385,93319,2043,22475080,53,624082,-111,-4224366,7001,,
,,,,,,,,,,,,,,,
-54,968,8,122,1793,341,93315,2043,22475100,53,624081,-111,-4224366,7001,,
,,,,,,,,,,,,,,,
-52,968,7,113,1741,341,93311,2043,22475120,53,624081,-111,-4224366,7001,,
,,,,,,,,,,,,,,,
-50,969,6,-17,1741,428,93307,2044,22475160,53,624078,-111,-4224366,7002,,
,,,,,,,,,,,,,,,
-53,967,5,183,1898,437,93298,2043,22475180,53,624078,-111,-4224366,7002,,
,,,,,,,,,,,,,,,
-54,966,7,96,1750,358,93322,2045,22475200,53,624078,-111,-4224366,7002,,
,,,,,,,,,,,,,,,
-51,968,4,-26,1828,358,93308,2044,22475220,53,624078,-111,-4224366,7002,,
,,,,,,,,,,,,,,,
-52,966,7,140,1925,341,93316,2044,22475260,53,624078,-111,-4224365,7002,,
,,,,,,,,,,,,,,,
-54,969,3,140,1802,323,93308,2044,22475280,53,624078,-111,-4224365,7002,,
,,,,,,,,,,,,,,,
-52,969,6,113,1767,341,93321,2044,22475300,53,624075,-111,-4224365,7002,,
,,,,,,,,,,,,,,,
-53,969,3,122,1785,332,93313,2045,22475320,53,624074,-111,-4224365,7002,,
,,,,,,,,,,,,,,,
-53,966,8,105,1863,350,93310,2045,22475360,53,624073,-111,-4224366,7002,,
,,,,,,,,,,,,,,,
-57,968,8,35,1715,428,93305,2045,22475380,53,624071,-111,-4224366,7002,,
,,,,,,,,,,,,,,,
-54,969,3,122,2021,428,93309,2045,22475400,53,624071,-111,-4224365,7002,,
,,,,,,,,,,,,,,,
-51,970,6,52,1820,385,93313,2045,22475420,53,624071,-111,-4224365,7002,,
,,,,,,,,,,,,,,,
-54,968,6,175,1811,420,93317,2045,22475460,53,624068,-111,-4224364,7002,,
,,,,,,,,,,,,,,,
-51,969,8,35,1715,498,93318,2045,22475480,53,624067,-111,-4224364,7002,,
,,,,,,,,,,,,,,,
-52,969,3,148,1846,367,93319,2045,22475500,53,624067,-111,-4224365,7002,,
,,,,,,,,,,,,,,,
-54,968,8,43,1846,367,93314,2045,22475520,53,624066,-111,-4224365,7002,,
,,,,,,,,,,,,,,,
-54,967,4,87,1863,367,93306,2045,22475560,53,624064,-111,-4224364,7002,,
,,,,,,,,,,,,,,,
-53,969,6,183,1942,358,93315,2045,22475580,53,624064,-111,-4224363,7002,,
,,,,,,,,,,,,,,,
-53,966,5,43,1855,411,93322,2045,22475600,53,624063,-111,-4224361,7002,,
,,,,,,,,,,,,,,,
-53,966,3,122,2021,446,93315,2045,22475620,53,624061,-111,-4224361,7002,,
,,,,,,,,,,,,,,,
-54,965,4,8,1925,367,93321,2047,22475660,53,624060,-111,-4224360,7002,,
,,,,,,,,,,,,,,,
-50,966,5,113,1942,358,93324,2046,22475680,53,624060,-111,-4224360,7002,,
,,,,,,,,,,,,,,,
-51,969,4,26,1741,428,93320,2046,22475700,53,624060,-111,-4224359,7002,,
,,,,,,,,,,,,,,,
-52,969,4,183,1785,411,93317,2047,22475720,53,624059,-111,-4224359,7003,,
,,,,,,,,,,,,,,,
-51,969,6,175,1863,411,93317,2047,22475760,53,624057,-111,-4224358,7003,,
,,,,,,,,,,,,,,,
-53,966,5,96,1907,420,93316,2046,22475780,53,624056,-111,-4224358,7003,,
,,,,,,,,,,,,,,,
-56,969,5,52,1925,367,93304,2047,22475800,53,624056,-111,-4224357,7003,,
,,,,,,,,,,,,,,,
-51,968,5,105,1986,463,93308,2046,22475820,53,624056,-111,-4224357,7003,,
,,,,,,,,,,,,,,,
-54,968,5,157,1995,420,93326,2047,22475860,53,624055,-111,-4224357,7003,,
,,,,,,,,,,,,,,,
-54,969,5,-35,1706,411,93317,2047,22475880,53,624053,-111,-4224357,7003,,
,,,,,,,,,,,,,,,
-51,969,5,245,1855,411,93315,2048,22475900,53,624053,-111,-4224357,7003,,
,,,,,,,,,,,,,,,
-51,966,2,0,1898,437,93313,2047,22475920,53,624053,-111,-4224357,7003,,
,,,,,,,,,,,,,,,
-55,968,5,52,1785,332,93301,2047,22475960,53,624053,-111,-4224354,7003,,
,,,,,,,,,,,,,,,
-52,966,8,61,1890,420,93312,2046,22475980,53,624053,-111,-4224354,7003,,
,,,,,,,,,,,,,,,
-51,967,4,43,1837,411,93309,2047,22480000,53,624053,-111,-4224353,7003,,
,,,,,,,,,,,,,,,
-51,969,5,105,1758,332,93298,2048,22480020,53,624053,-111,-4224353,7003,,
,,,,,,,,,,,,,,,
-55,966,3,78,1872,376,93310,2048,22480060,53,624052,-111,-4224352,7003,,
,,,,,,,,,,,,,,,
-52,967,5,131,1855,428,93305,2047,22480080,53,624050,-111,-4224351,7003,,
,,,,,,,,,,,,,,,
-51,966,4,8,1820,306,93315,2048,22480100,53,624049,-111,-4224351,7003,,
,,,,,,,,,,,,,,,
-52,968,4,0,1916,385,93327,2048,22480120,53,624048,-111,-4224351,7003,,
,,,,,,,,,,,,,,,
-53,969,6,17,1872,306,93311,2048,22480160,53,624046,-111,-4224349,7003,,
,,,,,,,,,,,,,,,
-54,968,6,26,1916,411,93311,2048,22480180,53,624046,-111,-4224349,7003,,
,,,,,,,,,,,,,,,
-51,969,4,-2143,1723,350,93306,2048,22480200,53,624045,-111,-4224349,7003,,
,,,,,,,,,,,,,,,
-54,969,5,201,1907,297,93307,2048,22480220,53,624045,-111,-4224349,7003,,
,,,,,,,,,,,,,,,
-54,970,5,-105,1872,463,93319,2048,22480260,53,624043,-111,-4224349,7003,,
,,,,,,,,,,,,,,,
-53,969,3,113,1907,446,93324,2048,22480280,53,624042,-111,-4224347,7002,,
,,,,,,,,,,,,,,,
-51,967,6,131,1872,297,93315,2048,22480300,53,624042,-111,-4224347,7002,,
,,,,,,,,,,,,,,,
-51,972,5,43,1942,376,93318,2049,22480320,53,624041,-111,-4224346,7002,,
,,,,,,,,,,,,,,,
-54,966,4,52,1890,411,93309,2049,22480360,53,624039,-111,-4224345,7002,,
,,,,,,,,,,,,,,,
-52,971,5,17,1767,420,93313,2049,22480380,53,624038,-111,-4224344,7002,,
,,,,,,,,,,,,,,,
-53,967,5,61,1820,350,93318,2049,22480400,53,624038,-111,-4224344,7002,,
,,,,,,,,,,,,,,,
-51,966,7,157,1890,341,93309,2049,22480420,53,624037,-111,-4224344,7002,,
,,,,,,,,,,,,,,,
-51,966,7,140,2021,428,93313,2049,22480460,53,624034,-111,-4224344,7002,,
,,,,,,,,,,,,,,,
-51,965,6,17,1767,341,93302,2050,22480480,53,624031,-111,-4224344,7002,,
,,,,,,,,,,,,,,,
-50,968,4,201,1776,385,93317,2049,22480500,53,624030,-111,-4224344,7002,,
,,,,,,,,,,,,,,,
-55,968,6,-17,1855,341,93318,2049,22480520,53,624028,-111,-4224344,7002,,
,,,,,,,,,,,,,,,
-51,969,5,113,1881,393,93310,2050,22480560,53,624027,-111,-4224344,7002,,
,,,,,,,,,,,,,,,
-51,966,6,96,1933,420,93319,2050,22480580,53,624025,-111,-4224344,7001,,
,,,,,,,,,,,,,,,
-57,969,4,43,1741,323,93307,2050,22480600,53,624024,-111,-4224343,7001,,
,,,,,,,,,,,,,,,
-51,967,5,166,1837,428,93310,2050,22480620,53,624024,-111,-4224343,7001,,
,,,,,,,,,,,,,,,
-51,967,5,61,1793,393,93320,2050,22480660,53,624020,-111,-4224339,7001,,
,,,,,,,,,,,,,,,
-54,967,6,122,1863,367,93311,2050,22480680,53,624020,-111,-4224338,7001,,
,,,,,,,,,,,,,,,
-54,969,5,26,1828,341,93314,2050,22480700,53,624019,-111,-4224337,7001,,
,,,,,,,,,,,,,,,
-53,970,4,166,1890,402,93320,2051,22480720,53,624019,-111,-4224338,7001,,
,,,,,,,,,,,,,,,
-54,969,5,35,1785,358,93311,2050,22480760,53,624017,-111,-4224336,7001,,
,,,,,,,,,,,,,,,
-52,968,5,52,1907,498,93308,2051,22480780,53,624017,-111,-4224335,7001,,
,,,,,,,,,,,,,,,
-55,971,5,78,1907,341,93313,2051,22480800,53,624016,-111,-4224332,7001,,
,,,,,,,,,,,,,,,
-51,967,4,131,1741,428,93308,2051,22480820,53,624014,-111,-4224332,7001,,
,,,,,,,,,,,,,,,
-54,968,6,105,1793,393,93309,2051,22480860,53,624013,-111,-4224332,7000,,
,,,,,,,,,,,,,,,
-52,969,5,105,1890,306,93303,2051,22480880,53,624012,-111,-4224331,7000,,
,,,,,,,,,,,,,,,
-54,966,5,341,1872,367,93314,2052,22480900,53,624012,-111,-4224331,7000,,
,,,,,,,,,,,,,,,
-51,964,5,8,1881,367,93314,2051,22480920,53,624012,-111,-4224331,7000,,
,,,,,,,,,,,,,,,
-54,967,6,175,1776,411,93314,2051,22480960,53,624012,-111,-4224332,7000,,
,,,,,,,,,,,,,,,
-53,971,3,61,1828,376,93308,2051,22480980,53,624012,-111,-4224330,7000,,
,,,,,,,,,,,,,,,
-50,964,5,87,1881,393,93313,2051,22481000,53,624012,-111,-4224330,7000,,
,,,,,,,,,,,,,,,
-54,969,8,43,1828,385,93318,2051,22481020,53,624012,-111,-4224329,7000,,
,,,,,,,,,,,,,,,
-52,967,5,78,1802,385,93319,2052,22481060,53,624013,-111,-4224329,7001,,
,,,,,,,,,,,,,,,
-53,967,6,87,1697,385,93322,2054,22481080,53,624009,-111,-4224329,7001,,
,,,,,,,,,,,,,,,
-51,967,3,0,1758,350,93314,2052,22481100,53,624009,-111,-4224328,7001,,
,,,,,,,,,,,,,,,
-52,967,7,87,1951,350,93323,2052,22481120,53,624007,-111,-4224328,7001,,
,,,,,,,,,,,,,,,
-55,969,5,52,1855,393,93308,2053,22481160,53,624006,-111,-4224327,7001,,
,,,,,,,,,,,,,,,
-54,969,5,192,1776,341,93297,2052,22481180,53,624006,-111,-4224325,7000,,
,,,,,,,,,,,,,,,
-52,966,3,78,1855,341,93316,2053,22481200,53,624006,-111,-4224325,7000,,
,,,,,,,,,,,,,,,
-51,968,8,96,1828,367,93305,2051,22481220,53,624006,-111,-4224324,7000,,
,,,,,,,,,,,,,,,
-54,968,6,122,1907,350,93307,2052,22481260,53,624006,-111,-4224323,7001,,
,,,,,,,,,,,,,,,
-55,964,4,122,1688,367,93306,2052,22481280,53,624005,-111,-4224323,7001,,
,,,,,,,,,,,,,,,
-54,967,4,17,1898,446,93304,2053,22481300,53,624009,-111,-4224327,7001,,
,,,,,,,,,,,,,,,
-52,967,5,96,1793,385,93314,2052,22481320,53,624013,-111,-4224328,7002,,
,,,,,,,,,,,,,,,
-50,967,5,61,1758,306,93330,2053,22481360,53,624016,-111,-4224328,7002,,
,,,,,,,,,,,,,,,
-55,969,3,61,1837,385,93303,2053,22481380,53,624016,-111,-4224327,7002,,
,,,,,,,,,,,,,,,
-54,967,6,8,1872,323,93316,2053,22481400,53,624017,-111,-4224327,7002,,
,,,,,,,,,,,,,,,
-51,966,6,26,1697,332,93321,2053,22481420,53,624017,-111,-4224325,7002,,
,,,,,,,,,,,,,,,
-51,968,5,35,1820,367,93309,2054,22481460,53,624017,-111,-4224324,7002,,
,,,,,,,,,,,,,,,
-53,966,7,70,1741,376,93301,2054,22481480,53,624017,-111,-4224324,7002,,
,,,,,,,,,,,,,,,
-56,966,3,113,2012,420,93313,2053,22481500,53,624017,-111,-4224325,7002,,
,,,,,,,,,,,,,,,
-52,972,5,131,1802,297,93327,2054,22481520,53,624017,-111,-4224325,7002,,
,,,,,,,,,,,,,,,
-52,969,4,157,1977,367,93306,2054,22481560,53,624017,-111,-4224327,7002,,
,,,,,,,,,,,,,,,
-52,966,5,105,1872,341,93301,2054,22481580,53,624016,-111,-4224327,7002,,
,,,,,,,,,,,,,,,
-51,964,3,61,1706,323,93302,2054,22481600,53,624014,-111,-4224327,7002,,
,,,,,,,,,,,,,,,
-51,968,4,78,1793,367,93314,2054,22481620,53,624010,-111,-4224328,7001,,
,,,,,,,,,,,,,,,
-50,970,2,0,1968,402,93318,2054,22481660,53,624006,-111,-4224334,7001,,
,,,,,,,,,,,,,,,
-52,965,6,8,1881,393,93318,2054,22481680,53,624006,-111,-4224335,7001,,
,,,,,,,,,,,,,,,
-53,969,5,122,1881,341,93307,2055,22481700,53,624005,-111,-4224336,7002,,
,,,,,,,,,,,,,,,
-51,966,6,87,1828,420,93318,2056,22481720,53,624005,-111,-4224337,7002,,
,,,,,,,,,,,,,,,
-52,969,5,192,1767,446,93305,2056,22481760,53,624002,-111,-4224337,7002,,
,,,,,,,,,,,,,,,
-54,964,5,87,2021,332,93320,2055,22481780,53,624002,-111,-4224338,7002,,
,,,,,,,,,,,,,,,
-52,969,7,96,1846,315,93312,2055,22481800,53,624002,-111,-4224339,7002,,
,,,,,,,,,,,,,,,
-54,968,3,131,1776,393,93307,2054,22481820,53,624001,-111,-4224339,7002,,
,,,,,,,,,,,,,,,
-52,969,4,61,1855,367,93311,2054,22481860,53,624002,-111,-4224338,7003,,
,,,,,,,,,,,,,,,
-52,969,5,166,1898,420,93312,2055,22481880,53,624002,-111,-4224338,7003,,
,,,,,,,,,,,,,,,
-53,964,5,131,1916,315,93313,2056,22481900,53,624002,-111,-4224337,7003,,
,,,,,,,,,,,,,,,
-51,966,5,43,1645,315,93308,2055,22481920,53,624002,-111,-4224337,7003,,
,,,,,,,,,,,,,,,
-53,969,6,140,1846,288,93309,2056,22481960,53,624002,-111,-4224336,7004,,
,,,,,,,,,,,,,,,
-49,969,5,70,1855,306,93323,2056,22481980,53,624001,-111,-4224337,7004,,
,,,,,,,,,,,,,,,
-51,967,5,96,1837,393,93309,2056,22482000,53,624001,-111,-4224336,7004,,
,,,,,,,,,,,,,,,
-54,969,5,96,1776,332,93318,2056,22482020,53,624002,-111,-4224336,7004,,
,,,,,,,,,,,,,,,
-49,970,5,-8,1802,385,93313,2056,22482060,53,624002,-111,-4224334,7004,,
,,,,,,,,,,,,,,,
-54,966,4,0,1750,393,93322,2056,22482080,53,624002,-111,-4224334,7005,,
,,,,,,,,,,,,,,,
-53,967,3,61,1916,280,93318,2056,22482100,53,624002,-111,-4224332,7005,,
,,,,,,,,,,,,,,,
-54,968,5,61,1846,385,93310,2056,22482120,53,624003,-111,-4224332,7005,,
,,,,,,,,,,,,,,,
-54,966,4,-26,1793,385,93315,2057,22482160,53,624003,-111,-4224332,7005,,
,,,,,,,,,,,,,,,
-54,971,5,175,1951,376,93313,2056,22482180,53,624003,-111,-4224331,7005,,
,,,,,,,,,,,,,,,
-51,968,5,-17,1828,297,93315,2057,22482200,53,624005,-111,-4224330,7005,,
,,,,,,,,,,,,,,,
-52,967,4,105,1802,315,93307,2057,22482220,53,624006,-111,-4224331,7005,,
,,,,,,,,,,,,,,,
-52,966,6,131,1942,472,93298,2057,22482260,53,624006,-111,-4224330,7006,,
,,,,,,,,,,,,,,,
-57,967,6,157,1802,315,93311,2057,22482280,53,624005,-111,-4224331,7006,,
,,,,,,,,,,,,,,,
-54,966,5,43,1863,420,93310,2056,22482300,53,624005,-111,-4224332,7006,,
,,,,,,,,,,,,,,,
-51,966,4,201,1872,376,93306,2057,22482320,53,624005,-111,-4224332,7006,,
,,,,,,,,,,,,,,,
-54,969,5,-17,1820,385,93311,2057,22482360,53,624003,-111,-4224334,7006,,
,,,,,,,,,,,,,,,
-54,968,5,96,1811,332,93326,2058,22482380,53,624002,-111,-4224334,7006,,
,,,,,,,,,,,,,,,
-54,968,4,140,1855,350,93307,2057,22482400,53,624002,-111,-4224334,7007,,
,,,,,,,,,,,,,,,
-52,968,6,52,1881,393,93311,2057,22482420,53,624002,-111,-4224334,7007,,
,,,,,,,,,,,,,,,
-56,969,6,78,1855,297,93313,2058,22482460,53,624001,-111,-4224335,7007,,
,,,,,,,,,,,,,,,
-51,967,5,105,1820,341,93303,2057,22482480,53,624002,-111,-4224335,7007,,
,,,,,,,,,,,,,,,
-49,966,7,43,1855,358,93323,2059,22482500,53,624002,-111,-4224335,7007,,
,,,,,,,,,,,,,,,
-51,969,4,26,1750,341,93314,2058,22482520,53,624002,-111,-4224335,7007,,
,,,,,,,,,,,,,,,
-54,969,5,-17,1837,455,93323,2058,22482560,53,624002,-111,-4224336,7008,,
,,,,,,,,,,,,,,,
-53,969,4,96,1811,428,93318,2058,22482580,53,624002,-111,-4224335,7008,,
,,,,,,,,,,,,,,,
-51,969,4,-61,1776,376,93313,2058,22482600,53,624003,-111,-4224335,7008,,
,,,,,,,,,,,,,,,
-51,967,6,61,1881,402,93303,2057,22482620,53,624003,-111,-4224335,7008,,
,,,,,,,,,,,,,,,
-52,972,3,87,1863,306,93317,2057,22482660,53,624003,-111,-4224335,7008,,
,,,,,,,,,,,,,,,
-51,968,4,78,1732,253,93323,2058,22482680,53,624002,-111,-4224336,7008,,
,,,,,,,,,,,,,,,
-54,967,3,26,1863,420,93311,2059,22482700,53,624001,-111,-4224337,7008,,
,,,,,,,,,,,,,,,
-51,969,6,192,1828,358,93311,2059,22482720,53,623999,-111,-4224337,7008,,
,,,,,,,,,,,,,,,
-54,969,4,105,1793,306,93306,2058,22482760,53,623999,-111,-4224338,7008,,
,,,,,,,,,,,,,,,
-56,967,8,-26,1828,376,93316,2060,22482780,53,623999,-111,-4224337,7007,,
,,,,,,,,,,,,,,,
-55,966,5,43,1793,297,93309,2058,22482800,53,623999,-111,-4224337,7007,,
,,,,,,,,,,,,,,,
-51,966,6,201,1916,315,93311,2059,22482820,53,623999,-111,-4224338,7007,,
,,,,,,,,,,,,,,,
-53,967,6,43,1846,393,93316,2059,22482860,53,623999,-111,-4224338,7007,,
,,,,,,,,,,,,,,,
-54,968,6,105,1793,341,93311,2059,22482880,53,623999,-111,-4224339,7007,,
,,,,,,,,,,,,,,,
-49,966,4,35,1793,341,93318,2060,22482900,53,623999,-111,-4224339,7007,,
,,,,,,,,,,,,,,,
-54,968,4,122,1785,288,93317,2060,22482920,53,623998,-111,-4224340,7007,,
,,,,,,,,,,,,,,,
-54,968,6,17,1820,358,93318,2060,22482960,53,623998,-111,-4224340,7007,,
,,,,,,,,,,,,,,,
-56,969,5,96,1732,350,93312,2060,22482980,53,623998,-111,-4224342,7007,,
,,,,,,,,,,,,,,,
-51,967,5,227,1872,385,93319,2061,22483000,53,623999,-111,-4224342,7008,,
,,,,,,,,,,,,,,,
-54,969,4,175,1863,393,93308,2060,22483020,53,623999,-111,-4224342,7008,,
,,,,,,,,,,,,,,,
-52,965,5,105,1881,358,93309,2060,22483060,53,623998,-111,-4224344,7008,,
,,,,,,,,,,,,,,,
-53,969,4,113,1933,385,93316,2060,22483080,53,623998,-111,-4224343,7008,,
,,,,,,,,,,,,,,,
-52,968,5,8,1898,358,93310,2060,22483100,53,623999,-111,-4224342,7008,,
,,,,,,,,,,,,,,,
-52,969,5,78,1811,332,93310,2060,22483120,53,623999,-111,-4224342,7008,,
,,,,,,,,,,,,,,,
-53,969,6,140,1732,481,93317,2060,22483160,53,623998,-111,-4224343,7008,,
,,,,,,,,,,,,,,,
-54,966,3,140,1872,341,93315,2061,22483180,53,623998,-111,-4224344,7008,,
,,,,,,,,,,,,,,,
-49,968,4,43,1907,315,93315,2061,22483200,53,623998,-111,-4224344,7008,,
,,,,,,,,,,,,,,,
-54,966,4,113,1890,402,93309,2060,22483220,53,623999,-111,-4224344,7008,,
,,,,,,,,,,,,,,,
-53,967,4,96,1846,315,93314,2060,22483260,53,623998,-111,-4224345,7008,,
,,,,,,,,,,,,,,,
-54,966,5,148,1758,358,93305,2060,22483280,53,623998,-111,-4224345,7008,,
,,,,,,,,,,,,,,,
-53,966,5,43,1811,402,93315,2061,22483300,53,623999,-111,-4224346,7008,,
,,,,,,,,,,,,,,,
-50,968,4,140,1802,393,93312,2062,22483320,53,623999,-111,-4224346,7008,,
,,,,,,,,,,,,,,,
-55,970,5,-26,1820,280,93318,2060,22483360,53,623999,-111,-4224347,7008,,
,,,,,,,,,,,,,,,
-50,967,6,52,1785,358,93314,2063,22483380,53,623999,-111,-4224350,7008,,
,,,,,,,,,,,,,,,
-49,966,5,78,1855,428,93320,2061,22483400,53,623999,-111,-4224350,7008,,
,,,,,,,,,,,,,,,
-56,966,6,52,1776,376,93316,2061,22483420,53,623999,-111,-4224350,7008,,
,,,,,,,,,,,,,,,
-50,964,5,96,1881,323,93307,2061,22483460,53,623998,-111,-4224350,7008,,
,,,,,,,,,,,,,,,
-54,966,4,70,1942,367,93300,2062,22483480,53,623999,-111,-4224351,7008,,
,,,,,,,,,,,,,,,
-51,967,5,61,1942,376,93309,2062,22483500,53,623999,-111,-4224350,7008,,
,,,,,,,,,,,,,,,
-51,967,5,157,2056,350,93317,2062,22483520,53,623999,-111,-4224351,7008,,
,,,,,,,,,,,,,,,
-50,969,6,96,1916,376,93321,2062,22483560,53,623998,-111,-4224353,7008,,
,,,,,,,,,,,,,,,
-54,968,6,26,1916,341,93301,2063,22483580,53,623999,-111,-4224353,7008,,
,,,,,,,,,,,,,,,
-54,969,5,96,1872,367,93331,2063,22483600,53,623999,-111,-4224352,7008,,
,,,,,,,,,,,,,,,
-51,970,5,52,1802,332,93317,2062,22483620,53,623999,-111,-4224353,7008,,
,,,,,,,,,,,,,,,
-54,966,6,87,1968,315,93322,2063,22483660,53,623998,-111,-4224356,7008,,
,,,,,,,,,,,,,,,
-49,967,5,166,1863,393,93314,2063,22483680,53,623998,-111,-4224357,7008,,
,,,,,,,,,,,,,,,
-54,970,3,210,1986,402,93305,2063,22483700,53,623998,-111,-4224358,7008,,
,,,,,,,,,,,,,,,
-51,968,5,35,1680,280,93319,2063,22483720,53,623998,-111,-4224358,7008,,
,,,,,,,,,,,,,,,
-51,966,6,148,1872,367,93309,2064,22483760,53,623996,-111,-4224359,7007,,
,,,,,,,,,,,,,,,
-51,967,4,35,1837,367,93315,2063,22483780,53,623996,-111,-4224358,7007,,
,,,,,,,,,,,,,,,
-53,966,2,87,1741,297,93320,2063,22483800,53,623995,-111,-4224359,7007,,
,,,,,,,,,,,,,,,
-52,968,5,70,1715,323,93302,2063,22483820,53,623995,-111,-4224359,7007,,
,,,,,,,,,,,,,,,
-55,965,5,70,1837,411,93323,2063,22483860,53,623995,-111,-4224360,7006,,
,,,,,,,,,,,,,,,
-53,969,3,52,1688,332,93305,2063,22483880,53,623996,-111,-4224360,7006,,
,,,,,,,,,,,,,,,
-50,969,4,26,1828,280,93315,2063,22483900,53,623995,-111,-4224360,7006,,
,,,,,,,,,,,,,,,
